date,Period,All items,All items less food and energy,Shelter,Services less energy services,FT core,Energy,All items less food,All items less food and shelter,"All items less food, shelter, and energy","All items less food, shelter, energy, and used cars and trucks",All items less shelter,All items less medical care,All items less energy,Apparel less footwear,Apparel,Men's and boys' apparel,Women's and girls' apparel,Commodities,Energy commodities,Commodities less food,Commodities less food and beverages,Commodities less food and energy commodities,"Commodities less food, energy, and used cars and trucks",Durables,Education and communication,Education,Communication,Information and information processing,Education and communication commodities,Education and communication services,Food and beverages,Food,Food at home,Cereals and bakery products,"Meats, poultry, fish, and eggs","Meats, poultry, and fish",Meats,Fruits and vegetables,Fresh fruits and vegetables,Nonalcoholic beverages and beverage materials,Other food at home,Alcoholic beverages,Other goods and services,Personal care,Other goods,Housing,Fuels and utilities,Household energy,Household furnishings and operations,Household furnishings and supplies,Medical care,Medical care commodities,Medical care services,Nondurables,Domestically produced farm food,Nondurables less food,Nondurables less food and beverages,"Nondurables less food, beverages, and apparel",Nondurables less food and apparel,Recreation,Recreation commodities,Recreation services,Services,Utilities and public transportation,Rent of shelter,Other services,Transportation services,Services less rent of shelter,Services less medical care services,Transportation,Private transportation,Transportation commodities less motor fuel,Men's apparel,"Men's suits, sport coats, and outerwear","Men's underwear, nightwear, swimwear and accessories",Men's shirts and sweaters,Men's pants and shorts,Boys' apparel,Women's apparel,Women's outerwear,Women's dresses,Women's suits and separates,"Women's underwear, nightwear, swimwear and accessories",Girls' apparel,Footwear,Men's footwear,Boys' and girls' footwear,Women's footwear,Infants' and toddlers' apparel,Jewelry and watches,Watches,Jewelry,Educational books and supplies,"Tuition, other school fees, and childcare",College tuition and fees,Elementary and high school tuition and fees,Day care and preschool,Technical and business school tuition and fees,Postage and delivery services,Postage,Delivery services,"Information technology, hardware and services","Computers, peripherals, and smart home assistants",Internet services and electronic information providers,"Telephone hardware, calculators, and other consumer information items",Information technology commodities,Cereals and cereal products,Flour and prepared flour mixes,Breakfast cereal,"Rice, pasta, cornmeal",Bakery products,Bread,"Fresh biscuits, rolls, muffins","Cakes, cupcakes, and cookies",Other bakery products,Beef and veal,Uncooked ground beef,Uncooked beef roasts,Uncooked beef steaks,Pork,"Bacon, breakfast sausage, and related products",Ham,Pork chops,"Other pork including roasts, steaks, and ribs",Other meats,Poultry,Chicken,Other uncooked poultry including turkey,Fish and seafood,Fresh fish and seafood,Processed fish and seafood,Eggs,Dairy and related products,Milk,Cheese and related products,Ice cream and related products,Other dairy and related products,Fresh fruits,Apples,Bananas,Citrus fruits,Other fresh fruits,Fresh vegetables,Potatoes,Lettuce,Tomatoes,Other fresh vegetables,Processed fruits and vegetables,Canned fruits and vegetables,Frozen fruits and vegetables,Other processed fruits and vegetables including dried,Juices and nonalcoholic drinks,Carbonated drinks,Nonfrozen noncarbonated juices and drinks,Beverage materials including coffee and tea,Coffee,Other beverage materials including tea,Sugar and sweets,Sugar and sugar substitutes,Candy and chewing gum,Other sweets,Fats and oils,Butter and margarine,Salad dressing,Other fats and oils including peanut butter,Other foods,Soups,Frozen and freeze dried prepared foods,Snacks,"Spices, seasonings, condiments, sauces",Other miscellaneous foods,Food away from home,Full service meals and snacks,Food at employee sites and schools,Other food away from home,Alcoholic beverages at home,"Beer, ale, and other malt beverages at home",Distilled spirits at home,Wine at home,Alcoholic beverages away from home,Tobacco and smoking products,Cigarettes,Miscellaneous personal services,Legal services,NA,Weighted median,Trim 10,Trim 20,Diffusion,Prop. increasing,Volatility,Excl. energy & food
2022-08-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-01,One year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-01,Six months,3.04908795760928,3.02976063565863,3.82844469119574,3.58077902592748,,2.23458434780257,2.9585015189151,2.3089378319278,2.35485051562878,1.90046057632971,2.59000427567846,3.08594600777983,3.11692466881384,-2.46355305788893,-2.20167403756908,2.24712964881653,-5.73547224467571,1.56019538337344,-4.36939404155507,0.293676440496915,0.216725468626389,1.21424697185153,-0.029352412243322,1.07230795359492,0.667997157657485,3.36048402943561,-1.32004641228861,-1.40327030968816,-4.11689707562679,1.45260990554341,3.5462015373726,3.63185496580722,3.62072385389163,1.19884682783751,12.1022841053646,5.14279254057888,6.84622851651688,-1.91662763074412,-2.6134965207526,5.19610661927272,2.08742439264709,2.18124510170821,4.02871302648513,3.4523117121257,3.05633683125599,4.06274577242915,8.53273360070192,9.43056499234027,1.60027371070033,0.799532326245789,2.65429036662017,-0.344390533627059,3.33897881310234,1.08814706008615,3.02836566377755,-1.38168195357444,-1.66302823166621,-2.01885472241736,-1.60741358683206,3.82777183717147,-3.10788234475198,7.97266901112634,3.87329899704978,4.69889425894885,3.65451009874806,4.15944885172566,1.07003251563811,4.20669869598782,4.01431780285002,1.24417570880537,1.87019813450358,4.73501200499804,4.76122719878076,18.0076612471703,7.67112835741717,2.16247584265483,0.415210856024806,-7.90192507804369,-5.54802668311577,11.6791248810803,-5.15169259618561,-6.66257211773659,-5.53748269682135,-6.67463338175673,-0.691643733787972,-0.773043801471796,-5.69009453572309,0.987135204746803,-2.08048003585238,-0.452603361371717,6.70048509171641,1.34999979477624,,2.98068397089388,1.47355139084011,5.31874995892196,3.45401907318414,1.47491223807066,1.34487173264262,1.50052946371084,9.18067679262389,-2.27412499593467,-4.79342325101323,0.737694764132568,-7.39966446364144,-6.12072773019632,0.30408026954305,4.8042940191688,3.36508284819692,-1.28342678802162,1.55466460060494,-0.0909925726539473,7.14137782304083,-0.230906442896206,1.00122556643953,13.6613712431399,9.53850238856237,13.9381745745154,12.9669507557892,4.12634711494091,8.23262288289857,7.4693993967089,-3.78341944250182,-0.0351431018345338,-3.86422829281478,3.34032834820142,3.61334517779304,1.66755358605006,0.85486280142324,2.71381892954017,-1.87655046989182,87.9330442345824,1.9385222215522,3.77112345803452,3.52582358009104,-1.7881975345668,3.15838544811393,-0.805207021348253,11.0136694714477,0.553417902038222,-2.48889660398828,-4.41080694218122,-4.24829778152103,0.956507661901829,-6.463781031885,-11.5048745805654,-3.05892691015548,3.0228057336859,5.00415493245701,3.30173471346464,1.44998444943485,4.61192640352406,4.2792211619012,2.96831350567954,6.950244393668,12.3095294784581,0.637675400500592,7.08675876661287,1.86297018683508,11.6865783669254,-0.235731832169472,-0.996137950815523,-0.332061142205486,-4.50334715195879,-0.71033402158116,1.6821389858092,1.88265494188451,-0.226723416911623,2.6725317549982,1.03656382783823,1.37861030273658,3.67082634695732,3.76616057581631,1.83038398392064,3.87397044718123,0.551557498550048,0.980560242874495,0.787733355041564,0.695173346146749,4.10830418975228,6.48847731025699,7.89153656339212,5.50373538244153,,,2.98068397089388,4.02982265272193,5.16033678920505,0.1188,0.65625,,3.02976063565863
2025-02-01,Six months,3.62568670317145,3.55532440301685,3.91811925128636,4.11199904742459,,5.26727419505171,3.66304009061658,3.43222537754768,3.22675190877209,2.68153386933416,3.42863752071665,3.68382542195169,3.53202162312782,-1.57255436185878,-0.979494340274201,2.67264219715839,-5.41776072797727,2.43548337435453,3.5346336420752,1.81122310017836,1.8002755165061,1.73944835382249,0.241410386569818,2.03896673929049,0.0300521813455745,3.85486479931234,-2.73257778346244,-2.81396329990314,-6.13941750550162,1.05186707572247,3.31486805457775,3.40309674630137,3.26818735198289,1.91829660522937,10.8695803856953,4.19988049092272,4.9918876242427,0.166775497150673,0.367275655755117,3.95528050751961,1.19805794690058,1.91622733016537,2.48971863137109,1.88733005465731,2.99274663627502,4.04114277174166,7.22457623768424,7.38863542857968,1.92559452700365,0.83801974457054,3.01082456835866,0.559673488337364,3.56659194689297,3.20301127129405,3.0163571083424,3.0668055828055,3.13160123863967,4.40272892165812,4.21585175742549,3.269817949979,-3.1764569283239,7.13195415122403,4.27687266328109,5.35616160098342,3.74605855255055,3.19255946104604,6.51499478349913,4.69274479533122,4.17038264667171,5.2313495029247,5.10327633218897,5.73609837130729,3.5631584158075,26.0754427155258,-0.230566279105571,-4.63737843818959,0.958462156372475,0.240064714342125,-6.24188653199191,2.44093396537823,-5.8300029775476,-5.51543267079363,-4.31070696383256,1.72990178493682,1.69858984611506,0.204091656519423,-0.373398087673626,4.37913396881771,-1.52448061278638,4.05115140091534,9.4880655982772,0.882176788465294,,3.32254262638421,2.47660400760281,4.1758427831678,6.29884811708017,0.756149206050827,-0.392170903096101,-0.372498920047337,8.51178885890373,-5.22322917881872,-7.21302757448342,-2.4400340837975,-10.2669589299229,-8.78887294495397,1.55944302323456,0.823925805683334,-0.714820207913514,2.62204173063758,1.82349566085698,1.46975582681683,5.01348973561833,0.481287610554371,1.17280818945282,12.0974675620631,3.90040680256933,16.148107239611,12.4022254120225,0.908537655804009,5.44713556274652,1.32996937875283,-10.7058819227812,-0.778544279687998,-3.95979846783936,2.10755405336931,4.09634377178056,-4.56180175741002,3.60365998680079,3.59831445492922,1.89638628306148,91.6785270308816,-0.0267175288062083,0.287007123678706,1.3554746770388,-2.22409071627233,1.39216770109341,2.87177919131154,14.8181163972062,-1.46496278383106,3.47489758248107,2.51248967998388,-2.07310277575157,5.17428830359696,-4.04335888935797,-13.0270741083362,-0.422203625925932,1.4132142115572,3.0070003791568,0.835933022718138,0.599343741498326,2.55815977363625,1.30009851626485,2.7854146366848,7.58193879869822,13.5224351181565,0.245011189170796,4.75264177391677,1.7311500061191,8.13550545120436,-1.14130285977226,-0.145436131127996,3.69924696759221,0.277549565298685,-2.67989105066155,0.762137271111585,-0.966113344959896,0.91958373692127,1.86384146067062,0.162160927693855,0.014124709395924,3.61961093602914,3.38482849658113,5.17190772084255,4.4419485924627,-0.0330202203152608,1.61326157747459,-2.14161756237221,0.524374896525526,3.96311663089377,5.17118698469092,6.55874701652361,0.482852030699421,,,3.17195920439286,3.56059919643369,4.61649624490023,0.12524,0.71875,,3.55532440301685
